review_id,rating,sentiment,category,review_text
R0502,4,positive,价格,价格小贵，偶尔喝一次。
R0503,3,neutral,价格,价格小贵，偶尔喝一次。
R0504,1,negative,服务,门店排队太久，服务一般。
R0505,4,positive,口味,新品很好喝，出杯也快。
R0506,4,positive,价格,服务态度好，优惠券也能正常使用。
R0507,5,positive,配送,配送很快，包装完整，会回购。
R0508,1,negative,价格,优惠券规则复杂，客服解释不清。
R0509,4,positive,口味,新品很好喝，出杯也快。
R0510,3,neutral,口味,口味偏苦，不太适合我。
R0511,5,positive,口味,新品很好喝，出杯也快。
R0512,4,positive,口味,新品很好喝，出杯也快。
R0513,2,negative,配送,配送太慢了，咖啡都凉了。
R0514,4,positive,价格,服务态度好，优惠券也能正常使用。
R0515,4,positive,价格,早餐搭配咖啡很划算。
R0516,4,positive,口味,味道还可以，但没有特别惊艳。
R0517,4,positive,价格,服务态度好，优惠券也能正常使用。
R0518,4,positive,价格,服务态度好，优惠券也能正常使用。
R0519,4,positive,配送,包装一般，咖啡没洒。
R0520,3,neutral,配送,配送太慢了，咖啡都凉了。
R0521,5,positive,口味,咖啡豆很香，门店环境不错。
R0522,5,positive,价格,早餐搭配咖啡很划算。
R0523,5,positive,配送,配送很快，包装完整，会回购。
R0524,3,neutral,其他,等餐时间稍长，整体能接受。
R0525,2,negative,配送,配送太慢了，咖啡都凉了。
R0526,4,positive,口味,咖啡豆很香，门店环境不错。
R0527,3,neutral,其他,等餐时间稍长，整体能接受。
R0528,4,positive,价格,早餐搭配咖啡很划算。
R0529,4,positive,口味,新品很好喝，出杯也快。
R0530,2,negative,服务,门店排队太久，服务一般。
R0531,4,positive,配送,包装一般，咖啡没洒。
R0532,5,positive,口味,新品很好喝，出杯也快。
R0533,4,positive,其他,等餐时间稍长，整体能接受。
R0534,5,positive,口味,新品很好喝，出杯也快。
R0535,4,positive,价格,早餐搭配咖啡很划算。
R0536,4,positive,价格,服务态度好，优惠券也能正常使用。
R0537,5,positive,口味,新品很好喝，出杯也快。
R0538,2,negative,配送,杯子漏了，体验很差。
R0539,3,neutral,其他,等餐时间稍长，整体能接受。
R0540,3,neutral,口味,口味偏苦，不太适合我。
R0541,4,positive,价格,价格小贵，偶尔喝一次。
R0542,2,negative,配送,杯子漏了，体验很差。
R0543,4,positive,价格,服务态度好，优惠券也能正常使用。
R0544,4,positive,口味,咖啡豆很香，门店环境不错。
R0545,3,neutral,口味,口味偏苦，不太适合我。
R0546,5,positive,价格,早餐搭配咖啡很划算。
R0547,3,neutral,价格,价格小贵，偶尔喝一次。
R0548,5,positive,配送,配送很快，包装完整，会回购。
R0549,5,positive,配送,配送很快，包装完整，会回购。
R0550,1,negative,价格,优惠券规则复杂，客服解释不清。
R0551,3,neutral,其他,等餐时间稍长，整体能接受。
R0552,4,positive,配送,包装一般，咖啡没洒。
R0553,3,neutral,配送,配送太慢了，咖啡都凉了。
R0554,5,positive,口味,新品很好喝，出杯也快。
R0555,3,neutral,口味,口味偏苦，不太适合我。
R0556,4,positive,配送,包装一般，咖啡没洒。
R0557,5,positive,价格,服务态度好，优惠券也能正常使用。
R0558,5,positive,口味,咖啡豆很香，门店环境不错。
R0559,5,positive,配送,配送很快，包装完整，会回购。
R0560,3,neutral,价格,价格小贵，偶尔喝一次。
R0561,4,positive,价格,价格小贵，偶尔喝一次。
R0562,4,positive,价格,早餐搭配咖啡很划算。
R0563,5,positive,价格,服务态度好，优惠券也能正常使用。
R0564,4,positive,价格,服务态度好，优惠券也能正常使用。
R0565,4,positive,配送,配送很快，包装完整，会回购。
R0566,1,negative,配送,杯子漏了，体验很差。
R0567,3,neutral,口味,味道还可以，但没有特别惊艳。
R0568,4,positive,配送,配送很快，包装完整，会回购。
R0569,4,positive,口味,新品很好喝，出杯也快。
R0570,4,positive,口味,新品很好喝，出杯也快。
R0571,4,positive,口味,咖啡豆很香，门店环境不错。
R0572,2,negative,口味,口味偏苦，不太适合我。
R0573,2,negative,口味,口味偏苦，不太适合我。
R0574,5,positive,配送,配送很快，包装完整，会回购。
R0575,1,negative,服务,门店排队太久，服务一般。
R0576,5,positive,口味,咖啡豆很香，门店环境不错。
R0577,5,positive,口味,新品很好喝，出杯也快。
R0578,4,positive,其他,等餐时间稍长，整体能接受。
R0579,5,positive,配送,配送很快，包装完整，会回购。
R0580,4,positive,价格,服务态度好，优惠券也能正常使用。
R0581,5,positive,口味,咖啡豆很香，门店环境不错。
R0582,2,negative,配送,杯子漏了，体验很差。
R0583,3,neutral,口味,味道还可以，但没有特别惊艳。
R0584,4,positive,其他,等餐时间稍长，整体能接受。
R0585,2,negative,配送,杯子漏了，体验很差。
R0586,4,positive,口味,咖啡豆很香，门店环境不错。
R0587,4,positive,口味,新品很好喝，出杯也快。
R0588,2,negative,服务,门店排队太久，服务一般。
R0589,3,neutral,价格,价格小贵，偶尔喝一次。
R0590,4,positive,其他,等餐时间稍长，整体能接受。
R0591,4,positive,其他,等餐时间稍长，整体能接受。
R0592,4,positive,口味,咖啡豆很香，门店环境不错。
R0593,5,positive,口味,咖啡豆很香，门店环境不错。
R0594,3,neutral,价格,价格小贵，偶尔喝一次。
R0595,4,positive,口味,新品很好喝，出杯也快。
R0596,4,positive,口味,咖啡豆很香，门店环境不错。
R0597,4,positive,价格,早餐搭配咖啡很划算。
R0598,5,positive,价格,服务态度好，优惠券也能正常使用。
R0599,1,negative,口味,口味偏苦，不太适合我。
R0600,5,positive,价格,早餐搭配咖啡很划算。
