review_id,user_id,order_id,rating,sentiment,review_text,review_date
R0350,U0159,O04232,4,positive,配送很快，包装完整，会回购。,2026-06-19
R0351,U0095,O02573,5,positive,配送很快，包装完整，会回购。,2026-02-02
R0352,U0641,O06943,4,positive,早餐搭配咖啡很划算。,2026-06-01
R0353,U0127,O03445,4,positive,服务态度好，优惠券也能正常使用。,2026-02-01
R0354,U0136,O03737,4,positive,咖啡豆很香，门店环境不错。,2026-01-23
R0355,U0003,O00070,5,positive,服务态度好，优惠券也能正常使用。,2025-12-17
R0356,U0045,O01150,2,negative,门店排队太久，服务一般。,2026-04-02
R0357,U0019,O00447,5,positive,新品很好喝，出杯也快。,2026-06-20
R0358,U0344,O06053,5,positive,服务态度好，优惠券也能正常使用。,2025-11-11
R0359,U0140,O03836,3,neutral,价格小贵，偶尔喝一次。,2025-09-22
R0360,U0255,O05201,5,positive,配送很快，包装完整，会回购。,2026-04-15
R0361,U0025,O00612,5,positive,服务态度好，优惠券也能正常使用。,2026-01-08
R0362,U0402,O06290,5,positive,早餐搭配咖啡很划算。,2026-01-13
R0363,U0107,O02910,4,positive,咖啡豆很香，门店环境不错。,2026-04-18
R0364,U0061,O01616,5,positive,配送很快，包装完整，会回购。,2026-05-01
R0365,U0137,O03758,5,positive,咖啡豆很香，门店环境不错。,2026-06-28
R0366,U0194,O04579,5,positive,新品很好喝，出杯也快。,2026-05-27
R0367,U0275,O05380,3,negative,门店排队太久，服务一般。,2026-06-29
R0368,U0085,O02287,5,positive,服务态度好，优惠券也能正常使用。,2026-03-30
R0369,U0057,O01523,4,neutral,价格小贵，偶尔喝一次。,2026-04-19
R0370,U0019,O00452,4,neutral,包装一般，咖啡没洒。,2026-05-17
R0371,U0300,O05627,5,positive,新品很好喝，出杯也快。,2026-05-21
R0372,U0105,O02838,4,positive,配送很快，包装完整，会回购。,2026-05-03
R0373,U0109,O02942,5,positive,配送很快，包装完整，会回购。,2026-06-23
R0374,U0297,O05591,5,positive,咖啡豆很香，门店环境不错。,2025-12-20
R0375,U0268,O05316,4,positive,新品很好喝，出杯也快。,2026-01-19
R0376,U0105,O02853,4,positive,配送很快，包装完整，会回购。,2026-04-24
R0377,U0326,O05890,1,negative,门店排队太久，服务一般。,2025-09-03
R0378,U0102,O02758,5,positive,咖啡豆很香，门店环境不错。,2026-03-28
R0379,U0373,O06192,5,positive,配送很快，包装完整，会回购。,2026-03-10
R0380,U0067,O01795,4,positive,配送很快，包装完整，会回购。,2025-11-28
R0381,U0289,O05520,5,positive,新品很好喝，出杯也快。,2026-05-25
R0382,U0097,O02619,5,positive,配送很快，包装完整，会回购。,2025-08-30
R0383,U0082,O02188,2,negative,口味偏苦，不太适合我。,2026-03-26
R0384,U0086,O02314,5,positive,新品很好喝，出杯也快。,2026-06-17
R0385,U0382,O06221,4,positive,服务态度好，优惠券也能正常使用。,2026-02-06
R0386,U0651,O06959,4,positive,新品很好喝，出杯也快。,2025-12-02
R0387,U0013,O00296,4,positive,咖啡豆很香，门店环境不错。,2026-02-25
R0388,U0135,O03688,3,neutral,价格小贵，偶尔喝一次。,2026-02-08
R0389,U0380,O06217,3,negative,口味偏苦，不太适合我。,2026-03-31
R0390,U0158,O04229,3,neutral,价格小贵，偶尔喝一次。,2026-06-30
R0391,U0318,O05802,5,positive,早餐搭配咖啡很划算。,2026-06-03
R0392,U0223,O04862,4,positive,早餐搭配咖啡很划算。,2026-06-12
R0393,U0125,O03385,5,positive,服务态度好，优惠券也能正常使用。,2026-04-12
R0394,U0136,O03736,4,neutral,等餐时间稍长，整体能接受。,2026-01-20
R0395,U0140,O03834,4,neutral,等餐时间稍长，整体能接受。,2026-04-02
R0396,U0310,O05723,4,neutral,包装一般，咖啡没洒。,2026-06-27
R0397,U0150,O04124,4,positive,新品很好喝，出杯也快。,2026-01-24
R0398,U0787,O07165,2,negative,优惠券规则复杂，客服解释不清。,2026-06-09
R0399,U0166,O04306,5,positive,服务态度好，优惠券也能正常使用。,2026-02-21
R0400,U0176,O04408,5,positive,服务态度好，优惠券也能正常使用。,2026-01-16
R0401,U0485,O06575,3,neutral,包装一般，咖啡没洒。,2026-06-29
R0402,U0218,O04816,1,negative,优惠券规则复杂，客服解释不清。,2026-04-05
R0403,U0797,O07183,3,neutral,包装一般，咖啡没洒。,2025-09-10
R0404,U0051,O01350,5,positive,新品很好喝，出杯也快。,2025-09-28
R0405,U0263,O05279,5,positive,早餐搭配咖啡很划算。,2026-06-16
R0406,U0324,O05864,5,positive,配送很快，包装完整，会回购。,2026-06-28
R0407,U0336,O05980,3,neutral,包装一般，咖啡没洒。,2026-03-05
R0408,U0043,O01110,4,positive,配送很快，包装完整，会回购。,2026-05-07
R0409,U0476,O06546,1,negative,门店排队太久，服务一般。,2026-04-26
R0410,U0034,O00868,4,positive,服务态度好，优惠券也能正常使用。,2025-12-05
R0411,U0388,O06245,5,positive,服务态度好，优惠券也能正常使用。,2026-06-30
R0412,U0011,O00257,3,negative,优惠券规则复杂，客服解释不清。,2026-06-28
R0413,U0346,O06065,4,neutral,味道还可以，但没有特别惊艳。,2026-05-07
R0414,U0014,O00318,4,neutral,包装一般，咖啡没洒。,2026-03-10
R0415,U0136,O03732,4,positive,咖啡豆很香，门店环境不错。,2026-06-18
R0416,U0430,O06387,4,neutral,包装一般，咖啡没洒。,2026-03-18
R0417,U0044,O01146,4,positive,咖啡豆很香，门店环境不错。,2026-05-24
R0418,U0294,O05564,5,positive,早餐搭配咖啡很划算。,2026-06-10
R0419,U0282,O05457,4,neutral,味道还可以，但没有特别惊艳。,2026-04-23
R0420,U0003,O00075,5,positive,早餐搭配咖啡很划算。,2026-04-20
R0421,U0085,O02272,5,positive,早餐搭配咖啡很划算。,2025-11-18
R0422,U0008,O00178,4,neutral,等餐时间稍长，整体能接受。,2025-10-14
R0423,U0405,O06300,5,positive,早餐搭配咖啡很划算。,2026-04-01
R0424,U0373,O06194,2,negative,配送太慢了，咖啡都凉了。,2026-03-29
R0425,U0243,O05068,4,neutral,味道还可以，但没有特别惊艳。,2026-06-28
R0426,U0094,O02543,5,positive,早餐搭配咖啡很划算。,2026-01-19
R0427,U0147,O04051,4,neutral,味道还可以，但没有特别惊艳。,2025-11-28
R0428,U0022,O00558,5,positive,咖啡豆很香，门店环境不错。,2026-05-31
R0429,U0041,O01023,4,positive,配送很快，包装完整，会回购。,2026-06-15
R0430,U0435,O06409,3,negative,口味偏苦，不太适合我。,2025-11-12
R0431,U0054,O01424,4,positive,服务态度好，优惠券也能正常使用。,2026-05-27
R0432,U0090,O02418,3,neutral,价格小贵，偶尔喝一次。,2025-11-07
R0433,U0122,O03298,4,positive,配送很快，包装完整，会回购。,2026-06-18
R0434,U0034,O00866,3,neutral,包装一般，咖啡没洒。,2025-12-30
R0435,U0300,O05637,3,negative,口味偏苦，不太适合我。,2026-03-23
R0436,U0133,O03634,3,neutral,味道还可以，但没有特别惊艳。,2025-09-16
R0437,U0111,O03007,3,neutral,等餐时间稍长，整体能接受。,2026-06-03
R0438,U0284,O05478,1,negative,配送太慢了，咖啡都凉了。,2026-03-10
R0439,U0147,O04029,4,positive,早餐搭配咖啡很划算。,2026-04-13
R0440,U0176,O04403,3,neutral,味道还可以，但没有特别惊艳。,2026-01-30
R0441,U0305,O05676,4,positive,配送很快，包装完整，会回购。,2025-12-19
R0442,U0006,O00128,4,neutral,等餐时间稍长，整体能接受。,2026-03-30
R0443,U0085,O02290,4,positive,配送很快，包装完整，会回购。,2025-10-22
R0444,U0031,O00777,2,negative,口味偏苦，不太适合我。,2026-01-12
R0445,U0008,O00189,4,neutral,味道还可以，但没有特别惊艳。,2026-03-10
R0446,U0305,O05686,3,neutral,味道还可以，但没有特别惊艳。,2026-04-28
R0447,U0094,O02545,4,positive,配送很快，包装完整，会回购。,2025-12-23
R0448,U0188,O04522,5,positive,服务态度好，优惠券也能正常使用。,2026-05-08
R0449,U0129,O03503,4,positive,配送很快，包装完整，会回购。,2026-02-22
R0450,U0124,O03350,3,neutral,等餐时间稍长，整体能接受。,2026-05-04
R0451,U0144,O03961,5,positive,服务态度好，优惠券也能正常使用。,2026-06-25
R0452,U0027,O00671,4,neutral,味道还可以，但没有特别惊艳。,2026-06-10
R0453,U0163,O04275,4,positive,新品很好喝，出杯也快。,2026-04-30
R0454,U0127,O03428,3,neutral,包装一般，咖啡没洒。,2026-05-03
R0455,U0080,O02107,5,positive,配送很快，包装完整，会回购。,2026-03-23
R0456,U0084,O02240,1,negative,门店排队太久，服务一般。,2026-01-29
R0457,U0047,O01221,3,negative,口味偏苦，不太适合我。,2026-05-14
R0458,U0130,O03551,4,positive,早餐搭配咖啡很划算。,2026-06-28
R0459,U0041,O01033,2,negative,配送太慢了，咖啡都凉了。,2026-02-26
R0460,U0406,O06305,4,positive,咖啡豆很香，门店环境不错。,2026-03-14
R0461,U0092,O02463,5,positive,咖啡豆很香，门店环境不错。,2026-02-22
R0462,U0536,O06748,4,positive,新品很好喝，出杯也快。,2026-03-20
R0463,U0148,O04077,4,positive,早餐搭配咖啡很划算。,2026-03-17
R0464,U0020,O00486,4,positive,服务态度好，优惠券也能正常使用。,2026-06-29
R0465,U0307,O05700,4,positive,新品很好喝，出杯也快。,2025-10-02
R0466,U0080,O02120,1,negative,配送太慢了，咖啡都凉了。,2026-05-07
R0467,U0197,O04612,3,neutral,等餐时间稍长，整体能接受。,2026-01-17
R0468,U0185,O04495,4,positive,配送很快，包装完整，会回购。,2026-06-28
R0469,U0125,O03395,1,negative,配送太慢了，咖啡都凉了。,2026-05-18
R0470,U0140,O03851,4,positive,新品很好喝，出杯也快。,2026-05-13
R0471,U0027,O00674,4,positive,配送很快，包装完整，会回购。,2026-05-14
R0472,U0038,O00942,4,positive,早餐搭配咖啡很划算。,2026-04-26
R0473,U0491,O06597,5,positive,配送很快，包装完整，会回购。,2026-04-01
R0474,U0006,O00129,4,neutral,等餐时间稍长，整体能接受。,2025-10-27
R0475,U0038,O00963,4,positive,配送很快，包装完整，会回购。,2026-06-28
R0476,U0149,O04114,4,positive,新品很好喝，出杯也快。,2026-03-08
R0477,U0138,O03795,5,positive,咖啡豆很香，门店环境不错。,2026-05-13
R0478,U0139,O03820,4,positive,配送很快，包装完整，会回购。,2026-05-25
R0479,U0427,O06379,2,negative,配送太慢了，咖啡都凉了。,2026-06-13
R0480,U0005,O00113,4,positive,服务态度好，优惠券也能正常使用。,2026-04-21
R0481,U0071,O01892,4,positive,新品很好喝，出杯也快。,2026-06-13
R0482,U0075,O01985,2,negative,优惠券规则复杂，客服解释不清。,2026-06-06
R0483,U0049,O01287,4,positive,早餐搭配咖啡很划算。,2026-04-27
R0484,U0099,O02674,5,positive,新品很好喝，出杯也快。,2025-10-06
R0485,U0422,O06362,5,positive,咖啡豆很香，门店环境不错。,2026-03-07
R0486,U0016,O00386,4,neutral,包装一般，咖啡没洒。,2025-07-27
R0487,U0305,O05677,4,positive,配送很快，包装完整，会回购。,2026-02-14
R0488,U0087,O02337,5,positive,新品很好喝，出杯也快。,2025-12-21
R0489,U0277,O05404,5,positive,配送很快，包装完整，会回购。,2026-05-20
R0490,U0090,O02407,3,neutral,价格小贵，偶尔喝一次。,2025-10-21
R0491,U0069,O01837,1,negative,门店排队太久，服务一般。,2026-06-20
R0492,U0443,O06438,3,neutral,价格小贵，偶尔喝一次。,2026-06-09
R0493,U0370,O06183,3,neutral,价格小贵，偶尔喝一次。,2026-03-25
R0494,U0011,O00239,5,positive,咖啡豆很香，门店环境不错。,2026-06-26
R0495,U0138,O03798,5,positive,早餐搭配咖啡很划算。,2026-01-04
R0496,U0076,O02002,5,positive,服务态度好，优惠券也能正常使用。,2026-06-06
R0497,U0043,O01103,2,negative,配送太慢了，咖啡都凉了。,2026-05-29
R0498,U0094,O02523,5,positive,早餐搭配咖啡很划算。,2026-04-03
R0499,U0601,O06883,5,positive,早餐搭配咖啡很划算。,2026-05-14
R0500,U0114,O03082,4,positive,早餐搭配咖啡很划算。,2026-01-17
R0501,U0277,O05402,3,neutral,味道还可以，但没有特别惊艳。,2026-05-11
R0502,U0413,O06330,4,neutral,价格小贵，偶尔喝一次。,2026-06-24
R0503,U0169,O04343,3,neutral,价格小贵，偶尔喝一次。,2026-03-12
R0504,U0200,O04640,1,negative,门店排队太久，服务一般。,2025-11-25
R0505,U0238,O05027,4,positive,新品很好喝，出杯也快。,2026-01-17
R0506,U0788,O07167,4,positive,服务态度好，优惠券也能正常使用。,2026-03-13
R0507,U0144,O03956,5,positive,配送很快，包装完整，会回购。,2025-08-03
R0508,U0079,O02101,1,negative,优惠券规则复杂，客服解释不清。,2026-03-01
R0509,U0228,O04922,4,positive,新品很好喝，出杯也快。,2026-01-10
R0510,U0506,O06647,3,negative,口味偏苦，不太适合我。,2026-05-06
R0511,U0505,O06643,5,positive,新品很好喝，出杯也快。,2026-05-25
R0512,U0294,O05565,4,positive,新品很好喝，出杯也快。,2026-06-27
R0513,U0021,O00491,2,negative,配送太慢了，咖啡都凉了。,2026-06-12
R0514,U0371,O06184,4,positive,服务态度好，优惠券也能正常使用。,2026-05-04
R0515,U0066,O01752,4,positive,早餐搭配咖啡很划算。,2025-10-25
R0516,U0259,O05236,4,neutral,味道还可以，但没有特别惊艳。,2026-05-22
R0517,U0421,O06356,4,positive,服务态度好，优惠券也能正常使用。,2025-12-06
R0518,U0020,O00468,4,positive,服务态度好，优惠券也能正常使用。,2026-06-30
R0519,U0474,O06538,4,neutral,包装一般，咖啡没洒。,2026-06-26
R0520,U0070,O01865,3,negative,配送太慢了，咖啡都凉了。,2026-01-03
R0521,U0156,O04206,5,positive,咖啡豆很香，门店环境不错。,2026-04-01
R0522,U0033,O00829,5,positive,早餐搭配咖啡很划算。,2026-06-02
R0523,U0486,O06577,5,positive,配送很快，包装完整，会回购。,2026-06-22
R0524,U0139,O03802,3,neutral,等餐时间稍长，整体能接受。,2026-06-27
R0525,U0132,O03624,2,negative,配送太慢了，咖啡都凉了。,2026-06-26
R0526,U0247,O05115,4,positive,咖啡豆很香，门店环境不错。,2025-11-16
R0527,U0223,O04873,3,neutral,等餐时间稍长，整体能接受。,2026-06-02
R0528,U0346,O06068,4,positive,早餐搭配咖啡很划算。,2026-06-23
R0529,U0149,O04098,4,positive,新品很好喝，出杯也快。,2026-06-10
R0530,U0219,O04833,2,negative,门店排队太久，服务一般。,2026-04-05
R0531,U0206,O04698,4,neutral,包装一般，咖啡没洒。,2026-05-29
R0532,U0045,O01170,5,positive,新品很好喝，出杯也快。,2026-05-01
R0533,U0081,O02140,4,neutral,等餐时间稍长，整体能接受。,2026-01-06
R0534,U0123,O03310,5,positive,新品很好喝，出杯也快。,2026-03-10
R0535,U0607,O06894,4,positive,早餐搭配咖啡很划算。,2026-01-07
R0536,U0206,O04700,4,positive,服务态度好，优惠券也能正常使用。,2026-04-10
R0537,U0050,O01318,5,positive,新品很好喝，出杯也快。,2026-03-30
R0538,U0087,O02324,2,negative,杯子漏了，体验很差。,2025-10-09
R0539,U0139,O03827,3,neutral,等餐时间稍长，整体能接受。,2026-05-14
R0540,U0008,O00183,3,negative,口味偏苦，不太适合我。,2025-12-26
R0541,U0086,O02315,4,neutral,价格小贵，偶尔喝一次。,2026-06-13
R0542,U0679,O07005,2,negative,杯子漏了，体验很差。,2026-06-15
R0543,U0167,O04321,4,positive,服务态度好，优惠券也能正常使用。,2026-05-28
R0544,U0040,O00993,4,positive,咖啡豆很香，门店环境不错。,2025-12-24
R0545,U0034,O00863,3,negative,口味偏苦，不太适合我。,2025-11-13
R0546,U0294,O05572,5,positive,早餐搭配咖啡很划算。,2026-06-20
R0547,U0020,O00485,3,neutral,价格小贵，偶尔喝一次。,2026-06-28
R0548,U0030,O00764,5,positive,配送很快，包装完整，会回购。,2026-06-07
R0549,U0155,O04192,5,positive,配送很快，包装完整，会回购。,2026-03-03
R0550,U0128,O03490,1,negative,优惠券规则复杂，客服解释不清。,2026-02-13
R0551,U0088,O02363,3,neutral,等餐时间稍长，整体能接受。,2025-10-03
R0552,U0076,O02008,4,neutral,包装一般，咖啡没洒。,2026-04-25
R0553,U0043,O01114,3,negative,配送太慢了，咖啡都凉了。,2026-06-27
R0554,U0076,O02028,5,positive,新品很好喝，出杯也快。,2026-06-30
R0555,U0027,O00686,3,negative,口味偏苦，不太适合我。,2026-06-04
R0556,U0082,O02166,4,neutral,包装一般，咖啡没洒。,2026-04-11
R0557,U0108,O02927,5,positive,服务态度好，优惠券也能正常使用。,2026-01-29
R0558,U0301,O05648,5,positive,咖啡豆很香，门店环境不错。,2026-06-25
R0559,U0115,O03105,5,positive,配送很快，包装完整，会回购。,2026-02-15
R0560,U0516,O06682,3,neutral,价格小贵，偶尔喝一次。,2026-03-27
R0561,U0113,O03045,4,neutral,价格小贵，偶尔喝一次。,2026-02-23
R0562,U0031,O00794,4,positive,早餐搭配咖啡很划算。,2026-05-01
R0563,U0153,O04179,5,positive,服务态度好，优惠券也能正常使用。,2025-11-27
R0564,U0446,O06449,4,positive,服务态度好，优惠券也能正常使用。,2026-04-11
R0565,U0040,O01022,4,positive,配送很快，包装完整，会回购。,2026-05-14
R0566,U0052,O01361,1,negative,杯子漏了，体验很差。,2026-05-09
R0567,U0138,O03799,3,neutral,味道还可以，但没有特别惊艳。,2026-03-02
R0568,U0111,O03009,4,positive,配送很快，包装完整，会回购。,2026-03-25
R0569,U0223,O04872,4,positive,新品很好喝，出杯也快。,2026-06-18
R0570,U0027,O00661,4,positive,新品很好喝，出杯也快。,2026-05-20
R0571,U0520,O06692,4,positive,咖啡豆很香，门店环境不错。,2026-06-16
R0572,U0142,O03889,2,negative,口味偏苦，不太适合我。,2026-01-27
R0573,U0020,O00466,2,negative,口味偏苦，不太适合我。,2026-06-26
R0574,U0008,O00177,5,positive,配送很快，包装完整，会回购。,2026-06-11
R0575,U0076,O02014,1,negative,门店排队太久，服务一般。,2026-03-29
R0576,U0083,O02222,5,positive,咖啡豆很香，门店环境不错。,2025-12-20
R0577,U0075,O01983,5,positive,新品很好喝，出杯也快。,2026-05-29
R0578,U0380,O06218,4,neutral,等餐时间稍长，整体能接受。,2026-03-03
R0579,U0138,O03771,5,positive,配送很快，包装完整，会回购。,2026-06-30
R0580,U0083,O02219,4,positive,服务态度好，优惠券也能正常使用。,2026-06-10
R0581,U0061,O01621,5,positive,咖啡豆很香，门店环境不错。,2026-04-23
R0582,U0335,O05971,2,negative,杯子漏了，体验很差。,2026-06-27
R0583,U0615,O06905,3,neutral,味道还可以，但没有特别惊艳。,2026-05-19
R0584,U0048,O01267,4,neutral,等餐时间稍长，整体能接受。,2026-06-16
R0585,U0107,O02901,2,negative,杯子漏了，体验很差。,2026-03-22
R0586,U0116,O03124,4,positive,咖啡豆很香，门店环境不错。,2025-11-04
R0587,U0493,O06604,4,positive,新品很好喝，出杯也快。,2026-02-08
R0588,U0297,O05593,2,negative,门店排队太久，服务一般。,2025-10-13
R0589,U0140,O03843,3,neutral,价格小贵，偶尔喝一次。,2025-12-25
R0590,U0090,O02425,4,neutral,等餐时间稍长，整体能接受。,2025-12-29
R0591,U0010,O00233,4,neutral,等餐时间稍长，整体能接受。,2026-03-04
R0592,U0509,O06657,4,positive,咖啡豆很香，门店环境不错。,2026-05-24
R0593,U0464,O06505,5,positive,咖啡豆很香，门店环境不错。,2026-06-17
R0594,U0435,O06407,3,neutral,价格小贵，偶尔喝一次。,2025-12-16
R0595,U0301,O05643,4,positive,新品很好喝，出杯也快。,2026-06-27
R0596,U0100,O02709,4,positive,咖啡豆很香，门店环境不错。,2026-04-11
R0597,U0065,O01721,4,positive,早餐搭配咖啡很划算。,2026-03-24
R0598,U0115,O03113,5,positive,服务态度好，优惠券也能正常使用。,2026-04-23
R0599,U0044,O01132,1,negative,口味偏苦，不太适合我。,2026-03-25
R0600,U0096,O02583,5,positive,早餐搭配咖啡很划算。,2026-05-20
